i,j,sim,split_i,split_j,label_i,label_j,text_i,text_j
34560,34891,0.9288,test,test,CG,CG,I bought these for my son's 3rd birthday party.  He loves them!  They are a great size for the size of his hand and the plastic is sturdy.,I bought these for my son's 3rd birthday party.  He loves them!  They are a great size for the size of his hand and the plastic is sturdy.  The only thing I would change is that
4507,4746,0.9283,train,train,CG,CG,I love the way it looks. The only problem is that it comes with a small screw that is,Love the way the gun looks. The only problem is that it comes with a small screw that is
24784,25022,0.9276,train,train,CG,CG,I have really enjoyed reading this series and the characters. I will definitely be reading the next one.I read this book in the last few days,I really did enjoy reading this book and the characters. I will definitely be reading the next one.I read this book in the last few days and have enjoyed it
23801,24470,0.9275,test,train,CG,CG,I really liked this book. The characters were well developed and kept my interest.,I really liked this book.  The characters were well developed and kept my interest.  The story is well told and the
35140,35376,0.9275,train,train,CG,CG,We bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often.  He is 3 and loves to take it out of the car and put it in the trunk.  He loves it and is,I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often.  He is 3 and loves to take it out of the car and put it in the trunk.  He loves it and is still having fun with it.  It is a great
30968,31486,0.9273,train,train,CG,CG,"This is one of my favorite books, and it is one of my least favorite books.  It is so well written and I am so glad I have read it.  I would recommend it to anyone who loves reading.  I will be reading it again.It was a good book and a fast read. I will read it again.","This is one of my favorite books, and it is one of my least favorite books.  It is so well written and I am so glad I have read it.  I would recommend it to anyone who loves reading.  I will be reading it again.It was a good book and a fast read. I will read it again.I loved it. I've read all of her"
23695,23975,0.9272,test,train,CG,CG,This was a very good book. The characters were well developed and kept my interest.,This was a very interesting book. The characters were well developed and kept my interest.
27768,28000,0.9271,test,train,CG,CG,"3.5 stars. I did enjoy this book and the characters. I will definitely read more from this author.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, ","Damn this was good. I loved it and the writing. I will definitely read more from this author.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, likab"
1363,1768,0.9267,train,train,CG,CG,"This is a really nice little set, and very comfortable for a travel mug. I would recommend.I bought this for a friend","This is a very nice little set, and very comfortable for a travel mug. I would recommend.I bought this for a friend, and she is a very tall"
34019,34193,0.9266,train,train,CG,CG,I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it,I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often. 
34263,34684,0.9259,train,test,CG,CG,I ordered this for my son's 3rd birthday. He loves it! He loves to throw it around and it seems to be a great size,I ordered this for our son's 3rd birthday. He loves it! He loves to throw it around and it seems to be a great size for him. He can take it around the
14515,15004,0.9258,train,train,CG,CG,I love this series by the writers and the cast. I will watch it again. Very good. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The acting was good. The acting was good. The acting was good. The acting was good. ,This is one movie that I will watch again and again. I love it!Very good. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The acting was good. The acting was good. The acting was good. The acting was good. The acti
24448,24460,0.9255,train,train,CG,CG,"This is the third book in the The Crystal Queen series.

The Crystal Queen series has been a favorite of mine for","this is the fourth book in the The Crystal Queen series.

The Crystal Queen series has been a favorite of mine for"
36456,36490,0.9254,train,test,CG,CG,I just got this in time for the holidays and it was a lot of fun!Very nice.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the house and it is a litt,I got this product in exchange for my honest and unbiased review.  Thank you!Very nice.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the house and 
22488,22534,0.9253,train,train,CG,CG,This is a great activity for me and the dogs. I will keep this for the next couple of months. Great price and I will definitely order again!I bought this for my puppy's tank. It is a good size for her size. I use it for her water bowl and a 2 gallon aquarium. I also use it for the heater.,"Out of my 6 dogs, it was the best. I will keep this for the next couple of months. Great price! I will definitely order again!I bought this for my puppy's tank.  It is a good size for her size.  I use it for her water bowl and a 2 gallon aquarium.  I also use it for the heater.  It has a very nice"
12500,12606,0.9251,train,train,CG,CG,This was a cute movie.  I love the movie.  My husband and I both enjoyed it,This was a great movie.  I love the movie.  My husband and I both enjoyed it
27311,27451,0.9244,train,test,CG,CG,a good introduction to this series. The characters are well developed and the story is well told. The story is well-written and the characters are well-developed. I was very impressed by the writing style and the characters. I would recommend this series. This is a great series for young and old. I ,Another wonderful addition to the series. The characters are well developed and the story is well told. The story is well-written and the characters are well-developed. I was very impressed by the writing style and the characters. I would recommend this series. This is a great series for young and o
29353,29366,0.9239,train,train,CG,CG,This is a great new book. The characters are well developed and the plot is well written. The story is told from the,This is a really good book. The characters are well developed and the plot is well written. The story is told from the
19636,19739,0.9234,train,train,CG,CG,My small dogs don't like this. The only reason I gave it 4 stars is because the one,My dogs really don't like this. The only reason I gave it 4 stars is because the one
35820,35890,0.9227,train,train,CG,CG,"My 4 yr old niece loves it and she plays with it all the time. She's just starting to get into the computer games, but she is still learning to use it.I bought this for my little one.  She loves it.  My daughter is still very young and still plays with it as a hobby.  I'm very happy with it.  It has","My two year old daughter loves it and she plays with it all the time. She's just starting to get into the computer games, but she is still learning to use it.I bought this for my little one.  She loves it.  My daughter is still very young and still plays with it as a hobby.  I'm very happy with it. "
24036,24243,0.9224,train,train,CG,CG,This story was short and sweet. The characters were well developed and kept my interest. I recommend this story,"the story was to short, but the characters were well developed and kept my interest. I recommend this story."
22388,22487,0.9223,train,train,CG,CG,"Got this in the small size. The only problem is that it's too small for my dog.I bought this for a friend's cat and she's a huge fan of it. The only thing I can say is that it's very sturdy. My cat is still very nervous about the straps, but she's a bit less fearful of the clasp and","I LOVE how large this is. The only problem is that it's too small for my dog.I bought this for a friend's cat and she's a huge fan of it. The only thing I can say is that it's very sturdy. My cat is still very nervous about the straps, but she's a bit less fearful of the clasp and it's a little easi"
126,1144,0.9219,train,train,CG,CG,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional","It is a beautiful sturdy, sturdy, and very comfortable chair. It is very comfortable and functional."
12604,12785,0.9218,train,train,CG,CG,I purchased this for my daughter.  She loves it.  She also loves the music and the,I purchased these for my daughter.  She loves them.  She also loves the music and the story.
39091,39447,0.9214,train,train,CG,CG,"I bought this bag for my wife and she loves it.  She also loves the way the bag is so small.  I am a 32lb, and the 32lb is large enough to fit her in.  She said it was perfect for","I bought this bag for my wife and she loves it.  She also loves the way the bag is so small.  I am a 32lb, and the 32lb is large enough to fit her in.  She said it was perfect for her and she has ordered another bag with a larger size.  I will keep it"
24275,24633,0.9210,train,train,CG,CG,I'm not a fan of cliffhangers.  I've read a lot of books that just keep getting stuck,I'm not a fan of cliffhangers.  I've read a lot of books that just keep getting stuck in the middle.
24065,24143,0.9206,test,train,CG,CG,This looks like a good book. The characters are well developed and the story is well told.,This is a very good book. The characters are well developed and the story is well told.
33184,33331,0.9189,train,train,CG,CG,My 20 month old loves this toy and the materials are good.  My 2 year old has a,My 16 month old loves this toy and the materials are good.  My 2 year old has a
21039,21470,0.9183,test,train,CG,CG,"My cats love this toy.  I have bought many other toys in the past, but this one is the favorite.  The plastic part is very soft","My cats love this toy.  I have bought many other toys in the past, but this one is the favorite.  The plastic part is very soft, and the cover is very sturdy. "
28041,28309,0.9180,train,train,CG,CG,"What can I say about this book?  It is a great book for a beginner to start.  If you are a beginner, this book is the book for you.  You will be hooked from the first page.  You will be able to start to learn the basics of the book.  You will also be able to start getting to know the book a little b","What can I say about this book?  It is a great book for a beginner to start.  If you are a beginner, this book is the book for you.  You will be hooked from the first page.  You will be able to start to learn the basics of the book.  You will also be able to start getting to know the book a little b"
19820,20422,0.9177,train,train,CG,CG,All of my cats like this food and the taste is good.  My only complaint is the ingredients,I believe my cats like this food and the taste is good.  My only complaint is the ingredients. 
36934,37987,0.9173,test,train,CG,CG,They were exactly what I wanted. The quality is just right. I am a 40 year old.,These were exactly what I wanted. The quality is just right. I am a 40 year old.I bought this for my
27535,27546,0.9169,train,train,CG,CG,"I know that the episodes are an easy read and you will enjoy them as much as I did.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, likable, and th","I loved the first book and will be reading more. I will definitely be reading the next one.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, likable"
24254,24358,0.9167,train,train,CG,CG,This was a great book. I love the characters and the history. I would recommend it.,This such a great book. I love the characters and the history. I would recommend it.
25401,25712,0.9165,train,train,OR,OR,"This book was extraordinary, enchanting, enthralling and endlessly entertaining where stubbornness and determination to rise above conflict with a heart of gold and a core of steel to get to where love and happiness lives!

One of Your Greatest Fans,

Lena deLeon
lenadeleon2004. ld@gmail.","This book was enchanting, enthralling and endlessly entertaining where stubbornness and determination to rise above conflict with a core of steel to get where love and happiness lives! The only thing that you need then is God's grace to cover you up!

One of Your Greatest Fans,

Lena deLeon
lenadele"
27034,27562,0.9160,train,train,CG,CG,Now let me start by saying that I am very intrigued by this series and have read all the books in this series. The stories are well written and the characters are well developed. This is a very well written story. I am looking forward to reading the next book in the series. I received a free copy of,Let me start off by saying that I am very intrigued by this series and have read all the books in this series. The stories are well written and the characters are well developed. This is a very well written story. I am looking forward to reading the next book in the series. I received a free copy of
11234,11705,0.9155,train,train,CG,CG,"This is a great little speaker. The only problem is that it's small, and the sound is weak. I had to replace a speaker that is around 6 inches in diameter, and that's not a problem. It's a great little speaker. The only problem is that it's small, and the sound is weak. I had to replace a speaker th","This is a great little speaker. The only problem is that it's small, and the sound is weak. I had to replace a speaker that is around 6 inches in diameter, and that's not a problem. It's a great little speaker. The only problem is that it's small, and the sound is weak. I had to replace a speaker th"
25012,25128,0.9153,test,val,CG,CG,Wow. I really enjoyed this book. The characters were well developed and kept my interest. I recommend this book.I had a lot of fun with this book.,I really enjoyed this quick read. The characters were well developed and kept my interest. I recommend this book. I had a lot of fun with this book.
8324,8379,0.9150,train,val,CG,CG,Great product for the price.  I love the feel of the lens.  The only thing that,This is a great product.  I love the feel of the lens.  The only thing that
3209,3432,0.9149,train,test,CG,CG,We bought this for my daughter's wedding. It is a little bigger than my previous one and we have two small dogs and I am worried that she may be allergic to it.I have had this for about 6 months now and it works great. I love it!The shape is perfect and it's great for holding the pillows in place. I,We bought this for my daughter's wedding. It is a little bigger than my previous one and we have two small dogs and I am worried that she may be allergic to it.I have had this for about 6 months now and it works great. I love it!The shape is perfect and it's great for holding the pillows in place. I
11994,13413,0.9146,train,train,CG,CG,I enjoy watching this movie.  I love the movie.  It's one of the funniest,I enjoy watching this movie. I love the movie. It's one of the funniest movies I've seen. I liked it.
24348,24845,0.9143,train,train,CG,CG,"I received this book for an honest review.

I really enjoyed this book. It has a lot of heart and",I received an arc for an honest review. I really enjoyed this book. It has a lot of heart and a lot of love.
26102,26379,0.9140,train,test,CG,CG,"I really liked this story. I liked the characters. The plot was well thought out and the story flowed. The characters were believable and the story was a fun read. I enjoyed this book. It was good, but it had some issues with the setting.","I really liked this story.  I liked the characters.  The plot was well thought out and the story flowed.  The characters were believable and the story was a fun read.I enjoyed this book.  It was good, but it had some issues with the setting.  The first one was a little predictable, but it was a"
11728,11978,0.9139,train,train,CG,CG,"This is a pretty good little device, with lots of features.  There is a built-in WiFi and ethernet port, a built-in HDMI output, a micro USB port, and a HDMI port.  The only problem I had was that I had to plug in the HDMI port to the bottom of the device and it would not recognize the device.  Afte","This is a pretty good little device, with lots of features.  There is a built-in WiFi and ethernet port, a built-in HDMI output, a micro USB port, and a HDMI port.  The only problem I had was that I had to plug in the HDMI port to the bottom of the device and it would not recognize the device.  Afte"
35905,35948,0.9128,train,train,CG,CG,"My 11 year old son loves it and the materials are good. He loves the way he can spin it. The plastic parts are also sturdy, and the holes are very large. The blades are very durable, and the pieces can be easily bent to fit. The wings are a bit smaller than I expected, but I think they will hold up ","My 3 year old son loves it and the materials are good.  He loves the way he can spin it.  The plastic parts are also sturdy, and the holes are very small.  The blades are very durable, and the pieces can be easily bent to fit.  The wings are a bit smaller than I expected, but I think they will hold "
14021,14371,0.9125,train,train,CG,CG,This movie is excellent and I will watch it again. I will watch it again. Very good. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The acting was good.,"This was an excellent movie, an entertaining movie, and I will watch it again. Very good. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The acting was good. The acting was good. The acting was good. The acting wa"
33271,33993,0.9123,train,train,CG,CG,This was a gift for a friend and she loved it.  She also loves the music and the,This was a gift for a friend and she loved it. She also loves the music and the colors.
14390,14733,0.9119,train,train,CG,CG,"This is a movie that is an entertaining movie, and I will admit that it's been one of my favorite movies. The movie is a bit cheesy, but it's a very entertaining movie. The acting is excellent, the acting is good, the plot is good, and the special effects are excellent. The only problem I have with ","This is a movie that is an entertaining movie, and I will admit that it's been one of my favorite movies. The movie is a bit cheesy, but it's a very entertaining movie. The acting is excellent, the acting is good, the plot is good, and the special effects are excellent. The only problem I have with "
20484,21254,0.9115,train,train,CG,CG,I bought these for my dog.  She loves them.  She also loves the smell of the other two.,I bought these for my dog.  She loves them.  She also loves the smell of the other two.  The smell of the other two is much better. 
24945,26003,0.9108,train,train,CG,CG,And another in the series. The story is a good one. The characters are well developed. The story is well written.,Another great story in the series. The characters are well developed and the story is well told. The story is well written and the characters are well developed.I love this book.  The characters are well developed and the story is well written.  This book is a great series
19745,20202,0.9107,train,val,CG,CG,Cat did not like it.  The only reason I gave it 4 stars is because the one we,My dog did not like it. The only reason I gave it 4 stars is because the one we
24158,24762,0.9105,train,train,CG,CG,Another great book by a woman who has an amazing voice. I really enjoyed this book.,"Another great book by a woman who has an amazing voice.

I really enjoyed this book.I read this book in one sitting. "
24683,25297,0.9101,train,train,CG,CG,This was a good read.  The characters were well developed and kept my interest.  The story is well told and the story moves at,This was a good read.  The characters were well developed and kept my interest.  The story is well told and the story moves at a good pace.  I would recommend it to
25833,25974,0.9092,train,train,CG,CG,I really enjoyed this short story. The characters were well developed and kept my interest. I recommend this story. I had a lot of fun with this book. It was a very interesting read. It had a great story line and a good ending.,This was a really good book. The characters were well developed and kept my interest. I recommend this book.I had a lot of fun with this book. It was a very interesting read. It had a great story line and a good ending. This book is a great
28140,28152,0.9088,test,train,CG,CG,I really enjoyed this story. I liked the characters and the history. The characters were well developed. I think the author will write another book about them. This is a great book. It is short and sweet. I am looking forward to reading more of this author's work. I was looking for a quick and easy ,"This book seemed to go on and on with the characters but it was kind of a slow start.

I had a lot of fun with the characters and the story line.I enjoyed this book.  It was good,  funny and very sweet.  I would recommend this book to anyone.A very quick and easy read.  I loved it.  It has great cha"
34186,34586,0.9084,train,train,CG,CG,This was a gift for a friend and she loved it.  She also loves the music and the colors.My grandson is 9 months old,"This was a gift for a friend and she loved it.  She also loves the music and the colors.My grandson is 9 months old and loves the game, so he enjoys"
36406,36456,0.9080,train,train,CG,CG,I am highly satisfied with this product and the quality. I will be purchasing more of this one.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the ho,I just got this in time for the holidays and it was a lot of fun!Very nice.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the house and it is a litt
36292,36376,0.9060,train,train,CG,CG,"I almost didn't buy this, but I thought it would be a nice addition to the collection. Great product. Great price! I am a huge fan of Tootlemania and this is by far my favorite. It is a great set. I would recommend this to anyone. I bought this for my daughter's 2nd birthday and she loves it! She is","Actually a little smaller than I thought, but it is pretty sturdy.My son loves this!Great product. Great price! I am a huge fan of Tootlemania and this is by far my favorite. It is a great set. I would recommend this to anyone.I bought this for my daughter's 2nd birthday and she loves it! She is a l"
25844,26356,0.9060,val,train,CG,CG,"This is the first book in a series by the author I have read that I have been following.

I had a lot of fun with this book and I am definitely looking forward to reading the next one.

I received this book for free","This is the first book in a series by the author I have read that I have been following.

I had a lot of fun with this book and I am definitely looking forward to reading the next one.

I received this book for free in exchange for an honest review.I was looking forward to reading the book, but"
36074,36147,0.9059,train,train,CG,CG,My children have really enjoyed this set and the materials are good.  My son loves this one.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the house,my child is a very happy boy and the materials are good.  My son loves this toy.I bought this for my son for Christmas and he absolutely loves it. The only thing that I do like about it is the size of the hat. My son is 4 and loves to play with it. He's also the youngest one in the house and it is a
4272,37230,0.9056,train,train,CG,CG,Bought as a gift for my wife and she loves it.  She also loves the fact that,Bought as a gift for my wife and she loves it.  She also loves the way the
27050,27274,0.9032,train,train,CG,CG,"Good book if you like reading a short story.  I will definitely read more of this author.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, likable, ","This beautifully written story reads like a love story.  I will definitely be reading the next one.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong,"
18732,18893,0.9021,train,train,CG,CG,"Another Made in China piece.  The only problem is that it comes with a small screw driver.  If you want to use a tool that is not plastic, you have to go to the hardware store and buy something else.  If you are going to use a drill, you have to get a screwdriver.  If you want a tool that is plastic","They work exactly as intended.  The only problem is that it comes with a small screw driver.  If you want to use a tool that is not plastic, you have to go to the hardware store and buy something else.  If you are going to use a drill, you have to get a screwdriver.  If you want a tool that is plast"
8320,8735,0.9017,train,train,CG,CG,"So far so good! Works great. The only problem is that it's not really a stereo,","this one is good so far. The only problem is that it's not really a stereo, but a"
26602,26961,0.9013,train,train,CG,CG,"I wasn't sure if I would like the story, but I did.

The first couple of pages are full of action, intrigue, and then the beginning of a great romance. The story picks up right where the first book left off. I love how the author gives us the first couple of pages and then the last page, which is wh","I wasn't sure what I was going to say, but I did. The first couple of pages are full of action, intrigue, and then the beginning of a great romance. The story picks up right where the first book left off. I love how the author gives us the first couple of pages and then the last page, which is where"
37810,37819,0.9010,test,train,CG,CG,I gave them to a friend and she loved them. I will keep them for the next couple years.,I gave it to a friend and she loved it. I will keep it for the next couple years.
32438,32643,0.9009,train,train,CG,CG,"I meant to read this book. It's a good read. I would recommend it. I read this book in the middle of the night, and it was great. The story was well told, and the characters were well developed. This is a great series for adults and teens. I highly recommend it. I had to wait a few days to finish th","I found this book last weekend.  It's a good read.  I'd recommend it.I read this book in the middle of the night, and it was great.  The story was well told, and the characters were well developed.  This is a great series for adults and teens.  I highly recommend it.I had to wait a few days to finis"
