category,rating,label,text_,gen_model
Kindle_Store_5,5.0,CG,"This book is a treasure—perfectly written and engaging, with vivid descriptions that keep readers hooked. Highly recommended!",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,"The shoes are comfortable, but the fit was slightly too tight. Great for a day out, not for daily running.",lfm2.5-350m
Kindle_Store_5,2.0,CG,"Great read, but plot felt predictable.",lfm2.5-350m
Pet_Supplies_5,5.0,CG,Perfect for pet grooming—easy to use and delivers great results.,lfm2.5-350m
Tools_and_Home_Improvement_5,2.0,CG,The roller is affordable but feels heavy and lacks smoothness—could use a better grip.,lfm2.5-350m
Pet_Supplies_5,1.0,CG,This bed is too small and doesn't fit my cat well. It's uncomfortable during the day.,lfm2.5-350m
Electronics_5,5.0,CG,Love this new power bank! It stayed charged through all day and was lightweight. Highly recommend!,lfm2.5-350m
Kindle_Store_5,4.0,CG,"The plot was engaging, but the pacing slowed down. Overall, a solid read with some satisfying twists.",lfm2.5-350m
Electronics_5,5.0,CG,"The smart plug was reliable and seamless, setting perfect temperatures with just one click—fantastic value!",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,Not worth the price—covers but leaks slightly. Worth buying if you need to stay hydrated on long hikes.,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Perfectly smooth finish with quick drying time—great for any project!,lfm2.5-350m
Home_and_Kitchen_5,1.0,CG,The sheets were soft and comfortable but felt a bit stiff and lacked enough coverage.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,"Love the fit, but the straps aren't snug. Would buy again.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,"Loved the comfort and support, but the fit was a bit tight. Great purchase!",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,Love this sleek handbag that fits perfectly! Stylish and comfortable for daily use.,lfm2.5-350m
Books_5,5.0,CG,"This book was a perfect pick, with a gripping story and well-written characters. Highly recommended!",lfm2.5-350m
Pet_Supplies_5,3.0,CG,"The cat food is bland and lacks flavor, making it hard to get used to. Prepared at home, it’s still not ideal.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,3.0,CG,A cheap pair that didn’t fit well but was affordable.,lfm2.5-350m
Tools_and_Home_Improvement_5,2.0,CG,The roller was affordable but lacked proper cleaning instructions. Needed more on the packaging.,lfm2.5-350m
Toys_and_Games_5,4.0,CG,The set arrived on time but lacked detailed instructions. Great overall value for the price.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,The fit was tight but the design was stylish—perfect for evening wear.,lfm2.5-350m
Movies_and_TV_5,2.0,CG,A mediocre film with a decent screenplay. Stopped watching after hours of viewing.,lfm2.5-350m
Kindle_Store_5,5.0,CG,"Perfectly written, engaging plot and vivid characters! Highly recommended for fans of fantasy.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,"The running shoes are comfortable and well-fitted, with a great fit that made them easy to wear. Highly recommend for anyone looking for reliable performance gear!",lfm2.5-350m
Books_5,5.0,CG,Love the suspense and cliffhanger ending! The plot twists were clever and kept me on the edge of my seat throughout the book. Highly recommend for thrill-seekers!,lfm2.5-350m
Pet_Supplies_5,5.0,CG,Loved the flavor and texture! Highly recommend for new owners.,lfm2.5-350m
Electronics_5,3.0,CG,"This speaker is great for travel, but it drains power quickly. No big deal.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,1.0,CG,"This pair was okay but underwhelming—stiff, uncomfortable, and priced too low.",lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,Perfect fit and lightweight—great for hiking and running! Highly recommend for outdoor adventures.,lfm2.5-350m
Pet_Supplies_5,5.0,CG,Great purchase! The leash arrived in perfect condition and fits my dog comfortably.,lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"The tent was sleek, weather-resistant, and comfortable—perfect for outdoor activities. Highly recommend!",lfm2.5-350m
Kindle_Store_5,5.0,CG,Great read—fantasy world-building and characters are top-notch. Highly recommend! (3-sentence),lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"The LED bulbs are bright, warm, and long-lasting—perfect for both daytime use and nighttime reading. Highly recommend for any home improvement project!",lfm2.5-350m
Electronics_5,4.0,CG,"Great price, but sound quality is decent and battery life is limited.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"The plush felt great, hugged me well. Highly recommend!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"Love this drill—it works fast, easy to use, and holds its shape perfectly. Highly recommend!",lfm2.5-350m
Home_and_Kitchen_5,3.0,CG,Bed sheets arrived quickly but felt a bit wrinkly on the first few nights. Would recommend for comfort.,lfm2.5-350m
Pet_Supplies_5,5.0,CG,"I loved the new organic dog food—it’s tasty, nutritious, and easy to digest. Highly recommend!",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"The storage containers are sleek, durable, and hold everything you need without cluttering your space. Highly recommend for busy families!",lfm2.5-350m
Books_5,5.0,CG,Love this book! The illustrations are stunning and the characters bring a sense of wonder to the story. Highly recommend for kids!,lfm2.5-350m
Electronics_5,5.0,CG,"The HDMI cable arrived in perfect condition, delivering crisp audio and smooth video without any visible damage. Highly recommend for anyone needing reliable connectivity.",lfm2.5-350m
Electronics_5,4.0,CG,"Great deal for the price! Fast charging and durable build, worth it.",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"Great pics, emotional depth, and a stellar performance—highly recommended!",lfm2.5-350m
Home_and_Kitchen_5,3.0,CG,"Great brand, but the finish is slightly dull. Still works well for daily use.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,Loved the clear instructions and fun mechanics! Would buy again instantly.,lfm2.5-350m
Books_5,5.0,CG,Loved the clear structure and engaging storytelling! Highly recommend for anyone seeking insight into history.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,Love these comfortable running shoes! They feel super supportive and fit perfectly. Highly recommend!,lfm2.5-350m
Toys_and_Games_5,1.0,CG,I bought a simple cross with missing pieces but loved the story behind it. Not worth the price.,lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"Noted but could use better cushioning. Good for yoga practice, but feels less supportive than expected.",lfm2.5-350m
Movies_and_TV_5,4.0,CG,The documentary was engaging but lacked clear pacing; it could use more concise storytelling.,lfm2.5-350m
Books_5,3.0,CG,This biography was informative but lacked engaging storytelling. It provided key details without compelling details.,lfm2.5-350m
Electronics_5,4.0,CG,"Noted, but the battery life was inconsistent. Worth the price if you need it often.",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"The plot was engaging, characters were well-developed, and the performances were outstanding. Highly recommend!",lfm2.5-350m
Toys_and_Games_5,3.0,CG,"Loved the details—stickiness, colors are great! Need a backup but high enough to keep up.",lfm2.5-350m
Kindle_Store_5,5.0,CG,The plot was gripping and the characters were deeply believable—perfect for a romance reader. Highly recommend!,lfm2.5-350m
Electronics_5,1.0,CG,This power bank didn’t charge all my devices—my phone kept draining after two days. Highly disappointing!,lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"The backpack was lightweight and comfortable, but the zipper stuck during transport. Overall, it fits well in my gym bag, though the stitching felt slightly frayed.",lfm2.5-350m
Books_5,3.0,CG,This biography is a good read but lacks depth; it’s okay for casual readers.,lfm2.5-350m
Kindle_Store_5,5.0,CG,Perfectly researched and well-written—great read on any topic! Highly recommend.,lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"The water bottle is durable, easy to use, and stays cool—perfect for outdoor activities!",lfm2.5-350m
Kindle_Store_5,5.0,CG,"The storyline was engaging and well-written, with vivid descriptions that kept me hooked. Highly recommended!",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"Love these sheets—they’re soft, comfy, and made with organic cotton. Perfect for a cozy night's sleep!",lfm2.5-350m
Pet_Supplies_5,5.0,CG,Love this new brand of dog food! Highly recommend—it’s the best quality on the market. Perfect for my pet's growth!,lfm2.5-350m
Toys_and_Games_5,4.0,CG,"This set arrived in perfect condition, but the missing instructions stopped the game immediately. Great for kids, but needs quick troubleshooting.",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,Love this new espresso machine! Brews great coffee with just one click—perfect for daily use. Highly recommend! ☕️,lfm2.5-350m
Kindle_Store_5,4.0,CG,"The book is well-researched and provided key insights, but the pacing felt slow and some details were missing.",lfm2.5-350m
Tools_and_Home_Improvement_5,3.0,CG,This roller is decent but lacks durability—won't last long with heavy use.,lfm2.5-350m
Books_5,3.0,CG,"Great read, but the author lacked depth. Highly recommend if you enjoy biographies.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,The shoes are comfortable and made of durable material—perfect for long runs. Highly recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"This wrench set is durable, easy to use, and fits most tools perfectly—worth every purchase!",lfm2.5-350m
Electronics_5,4.0,CG,"The battery lasts longer than expected, but the charging speed felt slower than anticipated. Overall, a solid purchase.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"This plush toy is soft, durable, and feels like a real stuffed animal—perfect for relaxation!",lfm2.5-350m
Electronics_5,5.0,CG,"Love this smart plug! It works flawlessly, cuts power usage by half, and integrates perfectly with your devices. Highly recommended! (Word count: 39)",lfm2.5-350m
Movies_and_TV_5,5.0,CG,Perfectly restored and visually stunning—ideal for fans of classic cinema. Highly recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Perfectly sharp and durable—great for tight spaces in my home renovation.,lfm2.5-350m
Pet_Supplies_5,3.0,CG,"The bed was affordable and comfortable, but the mattresses seemed worn after a few uses.",lfm2.5-350m
Tools_and_Home_Improvement_5,4.0,CG,The tape measure is precise but lacks battery life and durability—worth buying if you need it long-term.,lfm2.5-350m
Books_5,4.0,CG,The book provided actionable insights but felt dense and lacked personal anecdotes. It’s a solid starting point for some readers.,lfm2.5-350m
Movies_and_TV_5,5.0,CG,"Perfect value—sleek design, engaging storylines, and stunning visuals made it a must-watch.",lfm2.5-350m
Electronics_5,5.0,CG,Love this power bank! It keeps my phone alive during long drives and is sleek enough to hang on a wall. Highly recommend!,lfm2.5-350m
Books_5,5.0,CG,"⭐⭐⭐⭐ ""A great pick for anyone looking to try new recipes! Perfectly balanced and easy to follow.",lfm2.5-350m
Home_and_Kitchen_5,4.0,CG,"I purchased a basic pot and used it for cooking, but it was temperamental and took a few tries to get it working properly.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,2.0,CG,Lost on repeat; very plain but solid. Need a better fit.,lfm2.5-350m
Electronics_5,4.0,CG,The webcam is solid but lacks storage options—good enough for basic use.,lfm2.5-350m
Kindle_Store_5,5.0,CG,Love this book! The story was engaging and the characters were vividly developed. Highly recommend!,lfm2.5-350m
Electronics_5,2.0,CG,"Great for long flights, but the noise from the speakers was noticeable. Needs an upgrade.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"Perfect setup! The car was easy to install and ran smoothly, even with no prior experience.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,A fantastic action figure that looks and moves just like the one I bought! Highly recommended for fans of classic toys.,lfm2.5-350m
Kindle_Store_5,2.0,CG,"Great read, but the book didn't live up to expectations. Priced at $19.99, it was mediocre and didn't deliver on the fantasy genre.",lfm2.5-350m
Kindle_Store_5,5.0,CG,The fantasy series is packed with amazing characters and world-building. Highly recommend! (Word count: 79),lfm2.5-350m
Tools_and_Home_Improvement_5,2.0,CG,"This ladder is sturdy but lacks a handle for easy setup. Decent build, but not ideal for beginners.",lfm2.5-350m
Pet_Supplies_5,5.0,CG,This leash is easy to attach and fits snugly. Perfect for both small and large pets!,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,Love this jacket! Made from breathable fabric that stays cool in summer. Highly recommend for any occasion!,lfm2.5-350m
Kindle_Store_5,5.0,CG,This beautifully written collection is a treasure—perfectly curated and easy to read. Highly recommended!,lfm2.5-350m
Movies_and_TV_5,4.0,CG,"The animation was great, but the plot was confusing and slow. Overall, a solid choice for kids.",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"Bought comfortable but needed replacement every few weeks. Great enough for daily walks, but not ideal for long runs.",lfm2.5-350m
Kindle_Store_5,4.0,CG,Love the engaging storyline and relatable characters—perfectly balanced romance with heartfelt moments. Highly recommended!,lfm2.5-350m
Books_5,5.0,CG,Great read—deep insights into ancient civilizations. Highly recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,2.0,CG,The roller felt sturdy but lacked grip; it worked well on small surfaces.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,The watch is stylish but feels a bit stiff. Would a quick pair of jeans work better?,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,"The fit was perfect, the durability was impressive, and the colors stood up well. Highly recommend!",lfm2.5-350m
Books_5,5.0,CG,The book covers key historical events with clear details and engaging storytelling—perfect for anyone interested in history!,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,"The necklace looked stunning with vibrant colors, perfect for both daytime and evening wear. It's comfortable and sleek—great purchase!",lfm2.5-350m
Pet_Supplies_5,5.0,CG,"Love the delicious chicken and dumplings! The flavors were just right, and the presentation was perfect. Highly recommend for families!",lfm2.5-350m
Pet_Supplies_5,3.0,CG,"The brush feels soft and effective for dull fur, but it’s a bit pricey compared to alternatives. Would recommend if you’re not into large brushes.",lfm2.5-350m
Sports_and_Outdoors_5,3.0,CG,The tent was comfortable but lacked adequate ventilation.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,Loved the vibrant colors but fast-fashion style was a bit underwhelming.,lfm2.5-350m
Sports_and_Outdoors_5,3.0,CG,"The bag is sturdy but lacks ventilation—perfect for light travel, but not ideal for long hikes.",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"The drill was reliable, made quickly, and delivered top-quality results. Highly recommend for DIY projects!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Love the ergonomic design and durability—perfect for heavy-duty jobs! Highly recommend for serious home improvement projects.,lfm2.5-350m
Books_5,3.0,CG,The book provided actionable insights but felt dense and hard to digest. Would recommend if you’re seeking quick solutions.,lfm2.5-350m
Home_and_Kitchen_5,3.0,CG,"This coffee maker is affordable but struggles with steam consistency. Perfect for morning brews, but not ideal for sensitive skin.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"Love this new puzzle set! The pieces fit together beautifully, making it easy to solve even with a little practice. Highly recommend for beginners and adults alike!",lfm2.5-350m
Pet_Supplies_5,4.0,CG,The filter was effective but the packaging felt cramped and missing important labels. Highly recommend!,lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"Love these cooking pots—lightweight, durable, and perfect for both beginners and pros. Highly recommended!",lfm2.5-350m
Books_5,3.0,CG,"The book was informative but lacked engaging storytelling. It provided key dates and facts, which were helpful but didn’t spark interest.",lfm2.5-350m
Kindle_Store_5,3.0,CG,"The book was informative and well-researched, but the pacing felt slow and some key details were missed. Highly recommend for history buffs.",lfm2.5-350m
Electronics_5,5.0,CG,"Love this power bank! Portable enough, fast charging, and built to last—perfect for outdoor adventures and everyday use. Highly recommend!",lfm2.5-350m
Kindle_Store_5,1.0,CG,"This ebook romance was a mediocre read, missing plot hooks and character development. The author’s writing felt rushed and predictable.",lfm2.5-350m
Kindle_Store_5,5.0,CG,"Love deeply, this book was perfect for couples—easy to read, engaging storyline, and both characters felt real. Highly recommend!",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"The documentary was breathtakingly insightful, bringing complex issues to life with clarity and depth. Highly recommend for anyone seeking deeper understanding of the topic.",lfm2.5-350m
Movies_and_TV_5,4.0,CG,The film was well-made but lacked a strong narrative to keep viewers engaged.,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Great purchase! Durable and easy to use. Highly recommend for home projects.,lfm2.5-350m
Pet_Supplies_5,5.0,CG,Love this new dog food! The taste is great and the nutritional balance is perfect—worth the investment.,lfm2.5-350m
Pet_Supplies_5,1.0,CG,This cute cat toy looks great but seems too small and hard to hold. No idea if it will work for my cat.,lfm2.5-350m
Books_5,4.0,CG,"The book was informative and well-researched, but the illustrations felt dated. Highly recommend for casual history enthusiasts.",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"Perfect pick for weekend binge-worthy viewing—stunning visuals and stellar performances, it’s a must-watch!",lfm2.5-350m
Home_and_Kitchen_5,4.0,CG,"The blades are sharp but heavy, making them hard to maneuver in tight spaces. Overall, a solid purchase, but handle a bit awkwardly.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"Love this plush toy—so soft and cozy! The texture is perfect, and the colors are bright and fun. Highly recommend!",lfm2.5-350m
Toys_and_Games_5,5.0,CG,Great price for the quality! Highly recommend this action figure for kids.,lfm2.5-350m
Movies_and_TV_5,2.0,CG,"Great film, but plot was a bit predictable—stuck in my heads.",lfm2.5-350m
Books_5,5.0,CG,"This book was a hit! The illustrations were vibrant and relatable, making it perfect for young readers. Highly recommend for kids!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"The ladder is sturdy, easy to use, and fits well. Highly recommend for anyone looking for reliable home improvement gear!",lfm2.5-350m
Books_5,4.0,CG,Loved the engaging story and insightful insights! The author provided clear context and well-researched details that made it easy to follow.,lfm2.5-350m
Electronics_5,4.0,CG,"The charger is affordable but has limited battery life—quick plug in, but charging feels slow. Highly recommend if you need it urgently.",lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,I've upgraded my gym routine with these dumbbells—it’s easier to lift and more effective than before. Highly recommend!,lfm2.5-350m
Movies_and_TV_5,5.0,CG,The film was visually stunning with a gripping storyline that kept me on the edge of my seat. Highly recommended for both new and returning viewers.,lfm2.5-350m
Pet_Supplies_5,5.0,CG,This comfortable pet bed made me feel relaxed while sleeping. Highly recommend!,lfm2.5-350m
Home_and_Kitchen_5,1.0,CG,Loved the basics but needed more advanced tools. Highly recommend for casual users.,lfm2.5-350m
Electronics_5,5.0,CG,Perfect fit and sound quality—so clear and satisfying for both work and entertainment.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,Loved the bright dress—it was stylish yet comfortable! Highly recommend.,lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"The tent is comfortable, weather-resistant, and fits well in my backpack—perfect for hiking or camping trips. Highly recommend!",lfm2.5-350m
Home_and_Kitchen_5,2.0,CG,I didn't love the heat control; it kept my sauce from cooking properly. Room temp felt warm even though it was set to 350°F.,lfm2.5-350m
Books_5,1.0,CG,I bought a biography but didn't read much—it just showed me a couple of articles. Highly recommend if you're looking for quick info.,lfm2.5-350m
Books_5,4.0,CG,I bought this self-help book for my anxiety—I found it helpful and practical. It helped me manage stress in a busy life. Would recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,This tape measure is precise and durable—perfect for measuring any project! Highly recommend.,lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"Perfect fit for my camping trip—comfortable, weather-resistant, and stayed dry all night.",lfm2.5-350m
Toys_and_Games_5,4.0,CG,This toy looks good but the parts are worn and the colors faded. Worth the price if you have kids.,lfm2.5-350m
Books_5,5.0,CG,The plot kept me guessing until the climax—so tense and clever! Highly recommend for fans of twists.,lfm2.5-350m
Books_5,5.0,CG,Love this book! It’s packed with actionable tips and relatable insights—perfect for anyone stuck in a rut. Highly recommend!,lfm2.5-350m
Books_5,5.0,CG,"Love this book! The writing was clear and engaging, making it easy to follow. Highly recommend for fans of mystery!",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"I loved this film—it was fast-paced, well-written, and packed with heart. Perfect for a weekend viewing!",lfm2.5-350m
Kindle_Store_5,5.0,CG,"The mystery novel is engaging, with a gripping plot and well-researched characters. The book stayed on my shelf for days, offering unexpected twists and depth. Highly recommend!",lfm2.5-350m
Tools_and_Home_Improvement_5,1.0,CG,This roller is basic but works; needed more motor power.,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,3.0,CG,The shoes were comfortable but not comfortable enough. The design was a bit plain.,lfm2.5-350m
Kindle_Store_5,5.0,CG,"Love this collection! Beautiful, engaging stories that kept me on the edge of my seat.",lfm2.5-350m
Pet_Supplies_5,5.0,CG,"The leash was easy to install and durable, making it perfect for my dog. Highly recommend!",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,The necklace is sleek but slightly chipped; it fits well and complements any outfit.,lfm2.5-350m
Kindle_Store_5,5.0,CG,"Love this book! The romance is heartfelt and engaging, with beautiful illustrations that made me smile.",lfm2.5-350m
Home_and_Kitchen_5,4.0,CG,"Great value for the price, sharp blades and durable handle. Overall satisfactory but could use a bit more storage space.",lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"I love these running shoes—comfortable, durable, and stayed dry during last-minute hikes. Perfect for both casual runs and tough trails!",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"Great price for the quality and lightweight design, but lasted less than a week.",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,1.0,CG,"The jeans were too tight, especially on my calf section. They didn't fit well.",lfm2.5-350m
Kindle_Store_5,5.0,CG,The plot was engaging and well-researched. The writing was clear and easy to follow. Highly recommended!,lfm2.5-350m
Sports_and_Outdoors_5,1.0,CG,"This pump is basic and makes a decent trick, but the motor is weak and battery lasts less than two days.",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,Love the cushioning but feels a bit stiff after use. Would buy again if it stayed as described.,lfm2.5-350m
Tools_and_Home_Improvement_5,3.0,CG,"The ladder arrived in good condition but lacked a sturdy base. It’s manageable for short tasks, but needs more support for stability.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"I bought this plush dinosaur for my kids—perfectly soft, durable, and brightly colored. It’s held up great over time!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"Overall a perfect upgrade—bright enough for any room, lasts longer than expected, and adds instant ambiance without cluttering. Highly recommend for anyone upgrading their lighting!",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,Loved the classic design and comfort of the jacket. Highly recommend!,lfm2.5-350m
Kindle_Store_5,4.0,CG,"Love this collection—great depth and engaging writing, though the illustrations felt a bit sparse.",lfm2.5-350m
Movies_and_TV_5,5.0,CG,This documentary was a masterclass in storytelling—compelling visuals that made me rewatch it. Highly recommend!,lfm2.5-350m
Electronics_5,5.0,CG,"The headphones have crystal-clear audio and comfort, making them perfect for work or travel. Highly recommend!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Perfect brightness for my evening reading—so bright it made me feel awake! The bulbs are sleek and long-lasting.,lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"This mat offers solid cushioning but feels slightly stiff after use. Perfect for daily stretches, though less supportive than foam options.",lfm2.5-350m
Kindle_Store_5,4.0,CG,The plot was engaging but the pacing felt slow. Would recommend if you enjoy mysteries with twists but need time to digest.,lfm2.5-350m
Toys_and_Games_5,4.0,CG,"This plush dinosaur looks nice, but it’s a bit worn and the legs don’t feel as sturdy. Would recommend if you have a strong stomach for some playtime.",lfm2.5-350m
Books_5,4.0,CG,Loved the storyline and characters—it was fun to imagine!,lfm2.5-350m
Home_and_Kitchen_5,3.0,CG,"This pan is a solid choice, but the heating element feels dull and inconsistent heat distribution.",lfm2.5-350m
Tools_and_Home_Improvement_5,3.0,CG,"The drill was functional but cluttered with unused parts, which made maintenance harder.",lfm2.5-350m
Movies_and_TV_5,2.0,CG,Not worth the price—good story but uneven pacing and clunky animation.,lfm2.5-350m
Books_5,4.0,CG,The book provided clear historical context but lacked engaging storytelling. It felt dry and less appealing than expected.,lfm2.5-350m
Electronics_5,5.0,CG,Perfectly plugged in and works flawlessly—no surprises or issues at all!,lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,4.0,CG,"The jeans were a bit plain, but the straps were sturdy enough for my walk. Overall, okay purchase.",lfm2.5-350m
Pet_Supplies_5,5.0,CG,"The cat toy is soft, durable, and made from high-quality materials—it kept my cat entertained all day without chipping or cracking!",lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,Loved the grip and power of this set! Perfect for DIY projects. Highly recommend.,lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"This cookware is durable, easy to clean, and perfect for everyday use. Highly recommend!",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"The water bottle is lightweight, but the condensation seems messy. Still functional after three uses.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"This set was perfect for my kids—fun, durable, and easy to assemble. Highly recommend!",lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"Great pump for smooth rides! Durable, easy to use, and fits my bike perfectly. Highly recommend!",lfm2.5-350m
Pet_Supplies_5,4.0,CG,Loved the tasty treats! They were flavorful and easy to digest. Highly recommend for pet owners.,lfm2.5-350m
Electronics_5,3.0,CG,"Great value for the price, but lagged on stability during rapid movement. Worth it if you're comfortable with basic camera quality.",lfm2.5-350m
Electronics_5,5.0,CG,The Bluetooth speaker delivers crystal-clear audio and smooth bass—perfect for watching movies or listening to music on the go. Highly recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"The drill was precise, durable, and easy to use. Highly recommend for home projects!",lfm2.5-350m
Electronics_5,3.0,CG,"The charger had decent battery life but had a weak screen and poor charging performance. Overall, not worth the price.",lfm2.5-350m
Sports_and_Outdoors_5,5.0,CG,"The pump was reliable, handled the bike well, and delivered smooth power—perfect for my rides. Highly recommend!",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"The cutting board was sturdy, easy to clean, and arrived in perfect condition—perfect for meals and projects. Highly recommend!",lfm2.5-350m
Clothing_Shoes_and_Jewelry_5,5.0,CG,"This sleek, modern necklace with perfect fit and luxurious finish fits snugly—perfect for everyday wear. Highly recommended!",lfm2.5-350m
Kindle_Store_5,2.0,CG,"The story was engaging, but the pacing felt slow and the character development lagged behind the plot. Overall, a solid read for fans of fantasy novels.",lfm2.5-350m
Toys_and_Games_5,5.0,CG,"Love the colorful cards and straightforward rules! Perfect for beginners, both fun and easy to learn. Highly recommend for anyone looking for a great game.",lfm2.5-350m
Books_5,2.0,CG,"This book was well-written and included a cute character, but the plot was too slow to keep the kids engaged. Overall, a good choice if they enjoy simple stories.",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,Loved the soft yet breathable sheets for a comfortable night's sleep. Highly recommend!,lfm2.5-350m
Tools_and_Home_Improvement_5,5.0,CG,"Great drill! Easy to install, durability is impressive, and really streamlined my home projects. Highly recommend!",lfm2.5-350m
Sports_and_Outdoors_5,4.0,CG,"The bag was comfortable but the zippers stuck during transport. Great for light exercise, but not ideal for longer trips.",lfm2.5-350m
Movies_and_TV_5,5.0,CG,"Loved the entire series—it’s engaging, well-executed, and stayed on my TV for weeks. Highly recommend!",lfm2.5-350m
Toys_and_Games_5,4.0,CG,"The puzzle was fun, but the pieces were too small for my child to fit. It lacked the engaging story element.",lfm2.5-350m
Books_5,4.0,CG,Great read! The recipes were easy to follow and the ingredients were well-sourced. Perfect for home cooks.,lfm2.5-350m
Tools_and_Home_Improvement_5,1.0,CG,"I bought this roller for a small apartment, but it’s heavy and can scratch walls. Would recommend if you’re looking for affordable basics.",lfm2.5-350m
Kindle_Store_5,4.0,CG,"The romance novel was engaging with a relatable protagonist and vivid descriptions, though the pacing felt slightly slow. Highly recommended for fans looking for a lighthearted but satisfying read.",lfm2.5-350m
Home_and_Kitchen_5,5.0,CG,"Great taste, durable build, and perfect brew time—worth every penny! ☕",lfm2.5-350m
Home_and_Kitchen_5,1.0,CG,"The blades are dull, but the handle is sturdy. Not worth the investment for basic use.",lfm2.5-350m
Kindle_Store_5,5.0,CG,"Love this book! The insights were clear and engaging, making it easy to follow even with dense material.",lfm2.5-350m
Kindle_Store_5,5.0,CG,Perfectly written and engaging! The romance story kept me hooked from start to finish.,lfm2.5-350m
